LeadID,CompanyName,ContactName,Email,Phone,Source,Status,CreatedDate,ConvertedDate
39,"Kulkarni, Sachdeva and Mangat",Zeeshan Gill,baijugoswami@reddy-soni.org,01749639000,LinkedIn,New,2026-03-29,2025-04-23
40,"Lad, Shukla and Kari",Hazel Sibal,kavyakarpe@yahoo.com,00144454365,Website,Contacted,2025-09-04,2025-08-20
41,Arora-Kaul,Dharmajan Desai,xbhatnagar@yahoo.com,6486051078,Website,Contacted,2025-05-17,2025-08-06
42,Swaminathan-Kapur,Alisha Lad,qjain@boase.com,06925714051,LinkedIn,New,2025-09-01,2025-04-30
43,Sabharwal PLC,Divyansh Hari,yuvraj-bandi@sahni-madan.com,+911266748437,Referral,New,2025-07-07,2026-02-04
44,"Cheema, Savant and Bava",Damini Shroff,xdhawan@choudhary.com,+919162868387,Website,Converted,2025-07-10,2025-05-06
45,"Sachar, Sabharwal and Shanker",Suhana Shan,kavya95@setty.com,01691192475,Website,Converted,2026-04-15,2025-11-29
46,Bail-Rajagopal,Lakshay Grover,atwalaayush@dey-acharya.com,+919337416605,Referral,New,2025-05-15,2025-11-02
47,Viswanathan Inc,Prisha Kale,mramakrishnan@kari.org,8231030659,LinkedIn,New,2025-09-22,2025-12-21
48,"Jani, Mann and Chad",Kashvi Gala,jiyavarma@yahoo.com,01240146804,LinkedIn,Contacted,2026-01-29,2025-06-05
49,"Manda, Karan and Boase",Gatik Joshi,nirvaankoshy@yahoo.com,00282578624,LinkedIn,Contacted,2025-06-23,2025-07-23
50,Dewan-Mandal,Jivika Agarwal,farhandhar@lala-brar.com,6531632967,Website,New,2025-12-08,2025-06-16
51,Rajagopalan Inc,Samaira Shere,miraya09@bhargava.com,09596849980,LinkedIn,Converted,2025-05-17,2025-08-16
52,Balakrishnan Inc,Myra Ravel,gbobal@sandal.com,+911523555108,Referral,New,2025-11-07,2025-07-02
53,Desai Ltd,Rhea Keer,ekeer@gmail.com,+915618536073,Referral,New,2025-04-24,2026-03-04
54,"Vyas, Dhar and Shan",Pihu Kibe,aarna44@bhandari.com,03558326599,Referral,Converted,2026-04-09,2025-10-13
55,Jani-Dara,Indranil Kar,hmahajan@boase-vohra.com,6150554475,Website,Contacted,2025-08-15,2025-05-19
56,Guha LLC,Riaan Vasa,bbaral@yahoo.com,+916134287828,LinkedIn,New,2026-04-10,2025-08-16
57,Soman LLC,Nayantara Sha,bkakar@hotmail.com,+918081979648,Referral,Contacted,2026-01-17,2026-04-19
58,Karnik-Apte,Sana Bora,dattafarhan@yahoo.com,+911670446218,Website,Converted,2025-07-08,2025-08-11
59,Khosla-Tripathi,Vidur Sankaran,dsanghvi@kari-date.org,6403986410,Website,Contacted,2026-03-23,2026-03-30
60,Chowdhury Ltd,Kaira Soman,samarmannan@gmail.com,+916616427787,Website,Converted,2025-07-21,2026-02-04
61,"Mandal, Dyal and Aggarwal",Mishti Ramachandran,nbhalla@hotmail.com,+919121558610,Website,Converted,2026-01-31,2025-11-05
62,Ahluwalia LLC,Suhana Buch,gkaul@yahoo.com,05995639094,Referral,New,2026-02-06,2026-04-05
63,Gara-Samra,Uthkarsh Khosla,ksamra@gmail.com,06817772043,LinkedIn,Converted,2025-05-01,2025-09-20
64,Wagle-Kari,Hrishita Bassi,kdua@yahoo.com,09573561606,LinkedIn,Contacted,2026-02-22,2025-10-11
65,Dyal Group,Jiya Sangha,jhanvibala@gmail.com,+916731106823,Referral,New,2026-04-08,2025-12-10
66,"Sandhu, Jha and Dani",Parinaaz Deol,devanshkrishnan@yahoo.com,1720378928,Website,New,2025-06-26,2025-09-29
67,"Bawa, Kannan and Jain",Bhavin Banik,raytara@gmail.com,08579867732,LinkedIn,New,2025-07-09,2025-11-04
68,Bose Group,Aradhya Bansal,hazeldoshi@chawla-ranganathan.org,06782129368,Website,Converted,2025-12-08,2025-10-03
69,Dalal-Lal,Mishti Sinha,kalekanav@hotmail.com,+911422573659,LinkedIn,Converted,2025-11-14,2025-08-20
70,Bail Ltd,Shalv Tailor,bagrawal@som.com,8563596439,Referral,Converted,2025-07-21,2025-05-11
71,Bir-Ganesan,Himmat Krishnamurthy,frama@yahoo.com,+911234989583,Referral,Converted,2026-02-25,2025-07-23
72,Bhatia PLC,Eshani Saran,doraneelofar@bains-bumb.com,9552041522,LinkedIn,Converted,2025-06-08,2025-05-28
73,Ganesan Ltd,Eshani Thaman,rania79@gmail.com,07102937214,LinkedIn,Contacted,2025-10-07,2026-03-08
74,Gera Group,Purab Kale,dharmajantandon@gmail.com,07650679986,LinkedIn,New,2026-01-10,2026-02-16
75,Khurana Ltd,Indrajit Kumer,jhaveriahana@gmail.com,09556662040,Website,Contacted,2025-05-06,2025-06-28
76,Srivastava and Sons,Riaan Singhal,onkar23@kant.com,+917539141296,Referral,New,2025-07-07,2025-12-27
77,Bhatti-Bansal,Onkar Chander,jhanvikalita@lanka.com,04762601126,LinkedIn,New,2025-12-31,2025-07-23
78,Chopra-Desai,Adah Subramaniam,parinaaz55@gmail.com,+914713929994,Referral,Contacted,2026-04-01,2025-05-06
79,"Shan, Shanker and Kalla",Faiyaz Chakrabarti,mahikaghose@yahoo.com,+915914635112,Referral,New,2026-03-28,2025-10-29
80,Sethi-Korpal,Nitya Tandon,rajanneysa@gera.info,+917485406422,Website,Converted,2025-04-23,2026-01-24
81,"Bala, Bora and Sarna",Samaira Hegde,giyer@chaudhari.com,6775730926,Referral,Contacted,2025-09-15,2025-07-18
82,Tak-Borde,Taimur Balan,kotakimaya@tailor.com,8583503273,Website,Contacted,2026-01-18,2025-10-29
83,Sule-Jani,Heer Sule,sdhawan@vig-khurana.com,04596475015,Website,New,2026-02-19,2026-03-28
84,"Mander, Shanker and Karpe",Zeeshan Khurana,rvohra@dutta.com,01106577104,LinkedIn,Contacted,2025-06-29,2025-08-26
85,Tandon PLC,Hiran Kannan,barianavya@gmail.com,+915979448987,Referral,New,2025-05-29,2025-09-16
86,"Das, Manda and Bala",Ranbir Dugal,dtoor@yahoo.com,02242311525,Website,New,2025-07-24,2026-04-07
87,Suri-Dyal,Manikya Dada,bathkartik@sani.net,04047077362,LinkedIn,New,2026-02-24,2025-12-15
88,Sami Ltd,Gokul Borra,mohanlalbhat@hotmail.com,+916124503241,Website,Contacted,2025-08-11,2025-07-31
89,Bhasin-Sidhu,Samar Goyal,adirasarma@jani.com,09851880784,Referral,Converted,2025-09-09,2026-01-20
90,Varty LLC,Nitara Ravel,ykadakia@hotmail.com,7310812952,Website,New,2026-03-04,2026-01-10
91,Wason LLC,Sahil Thaman,nirviloke@gmail.com,2742432182,Website,Contacted,2026-02-14,2025-10-31
92,"Ghose, Shan and Varkey",Nitara Yohannan,itank@boase.biz,+916339010907,Referral,Converted,2025-11-24,2025-06-09
93,Krishnamurthy-Kadakia,Ishaan Rajagopal,riyasarma@hotmail.com,1260125076,Referral,Converted,2025-11-20,2026-04-16
94,Sanghvi Ltd,Emir Vasa,kartik91@anne.org,7903717539,Website,New,2026-02-27,2026-03-09
95,"Vyas, Sridhar and Chada",Kabir Varty,mohanlallall@yahoo.com,+914412216377,LinkedIn,Converted,2025-09-17,2025-05-27
96,"Bains, Agate and Kari",Vanya Guha,qlal@chada.biz,8805880616,Website,New,2025-10-07,2025-06-04
97,Varghese-Bail,Hrishita Thakur,manikya60@hotmail.com,09788261592,LinkedIn,Contacted,2025-09-21,2026-01-25
98,"Dhar, Sen and Anand",Ayesha Savant,shanaya85@trivedi.com,3597934134,Website,Contacted,2026-02-19,2026-01-03
99,Chandra-Garde,Indrans Sami,odua@singh-garde.com,08131843745,Website,Contacted,2026-02-19,2026-02-13
100,"Babu, Basak and Agate",Yuvraj  Deshpande,shaan76@yahoo.com,06922970617,Referral,Converted,2026-03-02,2025-12-23
101,Bhat Ltd,Riaan Roy,aainadugar@hotmail.com,+915459567617,Website,Converted,2025-09-22,2026-02-01
102,Kapur Inc,Shray Dani,fateh41@kumar-bose.com,06230878100,LinkedIn,New,2025-06-25,2026-02-10
103,"Guha, Kalita and Karnik",Aaina Rajagopalan,raghav41@saini.com,+917469533421,Website,Converted,2025-12-14,2025-09-25
104,Batta Inc,Diya Rao,kavya26@yahoo.com,0307506082,LinkedIn,New,2025-08-24,2025-12-22
105,Bhasin-Seth,Eshani Kannan,zeeshankaul@yahoo.com,+914975213142,Website,Contacted,2025-09-10,2025-07-21
106,"Khare, Srivastava and Tailor",Aarush Manne,jzacharia@hotmail.com,00199576569,Website,Contacted,2025-05-15,2025-09-08
107,Rattan and Sons,Dhanuk Keer,jayanbhattacharyya@rajan.com,7026851758,Referral,New,2025-10-07,2025-12-03
108,"Jha, Dhawan and Kannan",Akarsh Karnik,cchopra@koshy-swaminathan.com,4028541224,LinkedIn,New,2025-06-30,2025-11-15
109,"Wable, Dalal and Saini",Raghav Grover,abalay@hotmail.com,05162533545,Referral,Converted,2025-04-25,2025-09-11
110,"Goswami, Apte and Dara",Akarsh Bhatti,craj@yahoo.com,02691283732,LinkedIn,Contacted,2026-04-03,2026-04-05
111,"Tata, Datta and Wagle",Devansh Barad,divij71@banerjee.com,3563814271,Website,Contacted,2025-10-17,2025-07-25
112,Sharaf-Chahal,Miraya Bains,madhav46@wagle.com,3179242975,LinkedIn,Contacted,2026-04-20,2026-01-19
113,Sharma Ltd,Aarush Chopra,jivin45@gmail.com,9798157840,Website,New,2026-03-14,2025-12-18
114,Gopal Inc,Ayesha Sood,anikadyal@swaminathan.info,+914171460103,Referral,Converted,2025-09-02,2025-10-03
115,Varty-Golla,Gatik Virk,dkamdar@yahoo.com,5414821837,Website,Contacted,2025-07-20,2026-01-10
116,Shetty-Mangat,Nayantara Balay,doctorpihu@bhattacharyya.com,01661319102,Website,New,2026-04-20,2025-08-08
117,Khalsa LLC,Ira Iyengar,zain37@vora.com,+914274620602,Referral,Converted,2026-02-19,2025-09-30
118,D’Alia PLC,Indrans Edwin,hbalakrishnan@soman-choudhary.com,3956007695,Website,New,2026-02-06,2025-09-03
119,Sunder-Borde,Mishti Tak,bhattacharyyaindrajit@swaminathan.org,+914224635510,Website,New,2026-03-06,2026-04-18
120,Desai-Kale,Prisha Manda,neelofar79@gmail.com,04577120782,Website,New,2026-02-25,2026-02-17
121,Mani-Lal,Yakshit Ahuja,ndoshi@mallick.info,2253041419,Referral,New,2025-04-29,2025-07-14
122,Sundaram and Sons,Ahana  Das,khushi16@bhargava.org,+916670848475,LinkedIn,New,2026-01-18,2025-09-10
123,"Contractor, Sule and Kumer",Kanav Trivedi,ishita04@yahoo.com,+911181760199,Referral,Contacted,2025-08-20,2025-07-09
124,Mammen-Baral,Sahil Agate,azadshenoy@hotmail.com,03210970926,Referral,New,2025-12-28,2025-08-23
125,Ahluwalia and Sons,Nishith Thaman,aaryahidass@kale-chandran.com,+913807898503,LinkedIn,Converted,2025-09-20,2025-11-18
126,Sarin Group,Sara Sridhar,wdeshmukh@luthra-amble.org,06886524552,LinkedIn,Contacted,2025-07-05,2025-07-29
127,Kota Inc,Indrajit Rout,saanvi20@gmail.com,03352997483,LinkedIn,New,2026-04-22,2026-01-06
128,"Sen, Sandhu and Verma",Khushi Taneja,darshitbose@bawa-thakur.com,07573200830,Referral,New,2025-07-04,2025-05-26
129,Raval-Ghosh,Gokul Dani,yakshitratti@agate.com,00777122446,Referral,Contacted,2026-04-02,2025-09-16
130,Deol-Barad,Jivika Bhatnagar,yuvaan39@ramanathan-issac.com,+913264346476,LinkedIn,Converted,2025-11-17,2025-06-04
131,Kapur-Konda,Aaryahi Arya,vdyal@rastogi-chahal.info,01298584259,LinkedIn,New,2025-05-19,2025-08-14
132,"Desai, Chadha and Ravi",Dishani Bhalla,uthkarshkari@badal.biz,03341318806,Website,New,2025-06-03,2026-03-16
133,"Sabharwal, Chaudhry and Ramachandran",Zaina Goyal,qchanda@mandal.com,05636058426,Website,Contacted,2025-10-12,2025-12-01
134,Kala Ltd,Uthkarsh Gaba,aaryahi24@yahoo.com,+912037713056,Referral,Converted,2026-02-26,2025-05-15
135,Goswami Ltd,Urvi Manne,vritikagandhi@dutt.com,0030659743,LinkedIn,New,2025-09-15,2026-04-11
136,Suri-Golla,Prisha Thakur,baralheer@yahoo.com,9713526266,LinkedIn,New,2025-09-12,2025-06-03
137,Kashyap Ltd,Mohanlal Rao,romilvenkataraman@mahal.com,07837948920,Referral,Contacted,2025-06-30,2026-04-01
138,Badami Ltd,Neelofar Varghese,llalla@agarwal.com,+910155091157,Referral,New,2025-07-02,2025-07-04
139,"Balakrishnan, Ramesh and Bath",Ishaan Dash,renee12@tripathi-sengupta.org,9556106873,LinkedIn,Contacted,2025-12-06,2025-09-16
140,Datta-Agrawal,Hrishita Aurora,vidurbrar@krish.com,+915621795466,Referral,Contacted,2026-04-12,2026-04-05
141,Varghese-Apte,Kiara Bhattacharyya,pdeshpande@ramachandran-dugal.com,+913775988923,Website,Contacted,2025-06-20,2025-07-09
142,"Ahluwalia, Borra and Guha",Inaaya  Dhingra,voravihaan@gmail.com,0265954498,Referral,Contacted,2025-12-10,2025-06-14
143,"Singhal, Bobal and Raj",Ivan Thaman,ugara@ravel-chaudhuri.com,06408719431,Website,Contacted,2026-03-19,2025-10-03
144,Bhattacharyya and Sons,Hunar Tank,samarchakrabarti@sachdev.com,+912731424432,LinkedIn,Contacted,2025-11-13,2026-02-10
145,"Bal, Bal and Sarkar",Aarna Shere,qgarg@grewal.org,9494820346,Referral,Contacted,2025-11-29,2026-01-06
146,Joshi and Sons,Ranbir Reddy,kaladivyansh@gmail.com,9040244392,Referral,New,2025-09-26,2026-04-09
147,"Gour, Sarna and Choudhary",Eshani Kapoor,jtrivedi@rattan.com,6167745941,LinkedIn,New,2025-09-05,2025-09-11
148,Rattan PLC,Raghav Bhatt,ybhatia@subramaniam.info,1859309802,LinkedIn,Converted,2025-05-02,2026-02-05
149,Keer-Dugar,Yuvaan Raman,achand@hotmail.com,02048415302,Referral,New,2025-11-06,2025-10-27
150,"Vig, Bhat and Deshmukh",Krish Hayer,swarrior@yahoo.com,9106257213,Referral,New,2025-10-22,2025-09-13
151,Bhatia-Chaudry,Dhanush Dayal,ranbir98@yahoo.com,07626258083,Referral,New,2026-02-08,2026-03-16
152,Handa-Subramaniam,Neelofar Kashyap,issacshamik@tiwari.net,+916276557928,Referral,New,2026-03-17,2025-07-28
153,"Choudhary, Joshi and Sahota",Neelofar Venkataraman,ebassi@yahoo.com,9577369370,Referral,New,2025-05-16,2025-12-17
154,Tailor Ltd,Aaryahi Basak,daspiya@gmail.com,9011575904,Website,Contacted,2026-03-18,2025-10-12
155,"Tank, Keer and Karnik",Madhav Gill,charvi81@hotmail.com,+919277410614,Referral,Contacted,2025-08-06,2026-02-06
156,Agrawal LLC,Jhanvi Solanki,shankardhanush@gmail.com,+916387231106,LinkedIn,New,2026-01-12,2026-01-16
157,"Saran, Kade and Bhatia",Purab Dhar,bumbhunar@venkataraman-batra.com,05445763993,LinkedIn,Contacted,2025-06-12,2025-07-03
158,"Soni, Kapadia and Warrior",Indrajit Wason,zeeshanrao@bala.info,8959072187,LinkedIn,Converted,2026-02-05,2025-07-04
159,"Gokhale, Khosla and Bhakta",Samaira Bakshi,phayre@gmail.com,+910098677061,Referral,Converted,2026-01-11,2026-04-21
160,Chadha-Gala,Pari Kala,uhalder@yahoo.com,3522618657,Website,Contacted,2025-06-15,2026-03-20
161,"Dhawan, Halder and Gara",Indrans Kar,tatasahil@handa.com,0210175898,LinkedIn,New,2025-05-23,2025-12-17
162,"Varghese, Raju and Gade",Sana Sankar,bhaminianand@khurana.com,+912413121226,Referral,New,2025-04-30,2025-10-03
163,Kalita-Saran,Sana Chawla,myra60@suri.com,9758368651,LinkedIn,Contacted,2025-06-20,2025-07-07
164,"Raja, Lata and Kannan",Myra Iyer,echhabra@chauhan.com,+911411517410,Website,Converted,2026-03-11,2026-01-19
165,"Varughese, Thaman and Garg",Mohanlal Raja,charvicomar@gmail.com,08605547697,LinkedIn,Contacted,2026-01-26,2025-06-06
166,Sarkar-Sinha,Vidur Roy,arnav15@tank.info,00917807041,Referral,Converted,2026-02-19,2026-02-04
167,Mane-Mahal,Aaina Varma,wmanda@vala.com,5291226302,LinkedIn,New,2025-06-11,2025-08-04
168,Thaker Inc,Reyansh Bala,dixitnavya@tandon.com,+918252788751,LinkedIn,Converted,2025-04-30,2026-02-11
169,"Chacko, Sundaram and Chandra",Badal Warrior,tara28@gmail.com,+911269864076,LinkedIn,Converted,2026-02-06,2025-09-22
170,Mangal Inc,Saksham Hari,onkar09@dave.com,1325001230,Referral,Converted,2025-12-13,2026-02-20
171,Datta-Bassi,Misha Varughese,zara18@ghose-kashyap.com,08599622966,LinkedIn,Contacted,2025-11-18,2025-10-13
172,Chahal-Iyer,Madhav Kant,settyanay@yahoo.com,06532970275,Website,Converted,2026-03-18,2025-09-25
173,Samra LLC,Gokul Varughese,balasubramaniansaira@kuruvilla-gara.com,4736520480,Referral,New,2025-06-23,2025-04-27
174,"Sandhu, Rastogi and Singhal",Yuvraj  Gade,hganesh@ahluwalia.net,0298074431,Website,Contacted,2025-11-26,2025-10-02
175,Singh-Mallick,Myra Kaul,usingh@gola-mand.com,09348947743,Referral,Converted,2026-02-18,2025-07-18
176,Ramanathan Inc,Zoya Ganguly,shraykeer@gmail.com,02187842981,Referral,Converted,2025-06-23,2025-11-28
177,"Mand, Lanka and Kumar",Azad Gaba,karinishith@ramaswamy-atwal.com,+919385791680,Website,Contacted,2025-05-03,2025-11-08
178,"Soni, Khurana and Bains",Jayan Chawla,jayantravi@sunder.com,07448636001,Referral,Contacted,2025-11-19,2026-03-12
179,Talwar Inc,Rati Ganesh,bhavin62@gmail.com,08616466053,Referral,Contacted,2026-01-02,2026-04-09
180,"Agrawal, Agrawal and Kohli",Miraya Tella,jivikabaria@hotmail.com,+915252261429,Website,Contacted,2025-08-30,2025-11-28
181,Krish-Batta,Bhavin Gala,gokul34@de.net,02883650336,Website,Converted,2025-09-11,2025-11-24
182,"Talwar, Mangal and Thakkar",Raghav Banerjee,heer76@hotmail.com,0384475761,LinkedIn,Contacted,2025-08-28,2026-01-21
183,Sarraf-Krishna,Bhamini Sarma,cherianyashvi@sibal.com,00521811480,LinkedIn,New,2025-06-04,2025-11-12
184,Agrawal and Sons,Eshani Butala,gatik14@vyas.info,9064407653,LinkedIn,New,2025-10-11,2025-04-30
185,"Sangha, Ghose and Kala",Purab Sidhu,sdugal@bhatti-handa.com,09989995057,Website,Converted,2025-10-01,2025-10-18
186,Kade-Balay,Anay Saran,neysahalder@gandhi-kaur.com,05549724355,LinkedIn,Contacted,2026-04-14,2026-04-15
187,"Bhatnagar, Hayer and De",Priyansh Chadha,eva03@yahoo.com,9323089103,Referral,Converted,2025-08-26,2026-04-05
188,Ganesh-Sood,Prisha Iyengar,madhav77@tara.com,+911044968672,Website,Converted,2025-06-25,2025-06-29
189,Wagle PLC,Neelofar Brahmbhatt,wdeep@hotmail.com,+913958584042,LinkedIn,Converted,2025-07-13,2026-04-11
190,Chakrabarti Inc,Aaina Bansal,nlala@hotmail.com,4426464685,Website,Converted,2025-05-04,2025-08-26
191,"Bhargava, Mand and Gala",Armaan Chana,saira14@raja.biz,+919995922007,Website,Converted,2025-10-12,2025-05-21
192,Gill-Sodhi,Divyansh Subramanian,advikloyal@yahoo.com,9998946556,Website,New,2025-06-16,2026-01-04
193,"Bhakta, Vig and Cheema",Alia Vasa,bahlnavya@saini-suri.biz,05551069309,Referral,Converted,2025-05-27,2025-08-31
194,"Dhillon, Golla and Raju",Mannat Chakraborty,raghav73@roy.com,+910688829056,Referral,New,2025-05-02,2025-08-26
195,"Bahl, Kamdar and Gulati",Arhaan Varty,anahidugar@chada-toor.biz,2882600956,LinkedIn,New,2025-08-30,2025-07-18
196,Bhatt-Saini,Sana Vohra,chopradrishya@kapoor.info,2166206573,LinkedIn,Contacted,2026-03-19,2025-07-23
197,"Kalita, Kala and Ratti",Dishani Vala,umangissac@gupta.info,05017082821,LinkedIn,Contacted,2025-10-04,2025-10-11
198,"Sharaf, Dugal and Wason",Aaina Madan,tusharloyal@tripathi.info,+913390072230,Website,Contacted,2025-06-02,2025-07-07
199,Shenoy-Sehgal,Anvi Sankar,seshadrianiruddh@ben-rattan.biz,08539940773,Website,New,2025-09-14,2025-09-24
200,Char-Ahluwalia,Tarini Kapoor,lalahansh@hotmail.com,03811800943,LinkedIn,New,2025-06-22,2025-10-08
201,"Butala, Chaudhary and Sathe",Himmat Deshmukh,chopraprerak@gmail.com,01391128982,Referral,Converted,2025-12-16,2025-10-04
202,"Ram, Deshpande and Buch",Siya Khatri,dishani01@gmail.com,2955538899,LinkedIn,Converted,2025-12-20,2025-04-25
203,"Bath, Mangat and Sarin",Jhanvi Verma,suriaarav@yahoo.com,2917482724,Website,Converted,2026-04-18,2025-09-04
204,"Solanki, Shukla and Thaker",Miraan Sengupta,fateh59@kala-ramesh.com,+917347125155,Website,Converted,2025-05-14,2025-09-04
205,"Vig, Toor and Tara",Sana Mann,lmahal@yahoo.com,2148638905,Website,Converted,2025-07-29,2026-03-12
206,"Mahal, Srivastava and Bedi",Anya Deshmukh,ideol@yahoo.com,5770365255,Website,Contacted,2025-08-21,2025-04-27
207,Rama Ltd,Lakshay Sharaf,anvi65@hotmail.com,+917807086227,LinkedIn,Contacted,2025-06-20,2026-03-22
208,Dhingra-Jain,Tiya Lala,nirvaan17@shenoy-kapoor.com,7477602774,LinkedIn,Converted,2025-09-08,2025-04-23
209,Rao-Varkey,Dhruv Krishnan,msuresh@sathe-bhatt.info,06078205798,Referral,Converted,2026-04-15,2025-05-28
210,"Krishna, Halder and Keer",Ryan Sarraf,ishita20@chandran.com,+919326433909,Referral,Converted,2025-09-21,2026-03-14
211,Kale LLC,Shray Rout,sgera@konda.com,+911513125270,Referral,Converted,2025-08-11,2025-07-06
212,Ratti LLC,Faiyaz Brahmbhatt,dishani06@hotmail.com,7035251237,Referral,New,2026-04-03,2025-06-25
213,"Grewal, Kari and Kothari",Arnav Chakrabarti,ranbirtella@hotmail.com,04756567791,LinkedIn,Converted,2026-01-13,2026-01-28
214,"Walia, Ram and Shukla",Shlok Bawa,echatterjee@hotmail.com,03116882803,Referral,New,2025-11-23,2025-04-28
215,Gala Group,Kashvi Saini,xchoudhury@halder-ganesan.net,00511117625,Website,New,2026-03-05,2025-08-09
216,"Kamdar, Mangat and Baria",Siya Badal,zain02@boase.biz,09757353618,LinkedIn,Converted,2026-02-04,2025-05-27
217,Agarwal and Sons,Madhup Warrior,shaanbanik@yahoo.com,+919160650187,Website,New,2025-04-22,2026-01-19
218,Gade PLC,Ivana Krishnamurthy,sakshambalakrishnan@yahoo.com,2956459197,Website,Converted,2025-09-08,2025-12-27
